   7811.0010000000002     
   62.500000000000000              501
 39061.0010000000 12968.8235646075 24652.9059532637  0.0000000000  1.0000000000
 38998.5010000000 12948.0313486440 24623.2861422047  0.0000000000  1.0000000000
 38936.0010000000 12927.2391401012 24593.6544367072  0.0000000000  1.0000000000
 38873.5010000000 12906.4469799059 24564.0108711913  0.0000000000  1.0000000000
 38811.0010000000 12885.6548506034 24534.3553967997  0.0000000000  1.0000000000
 38748.5010000000 12864.8627497405 24504.6879859570  0.0000000000  1.0000000000
 38686.0010000000 12844.0706897776 24475.0086322867  0.0000000000  1.0000000000
 38623.5010000000 12823.2786397174 24445.3172672829  0.0000000000  1.0000000000
 38561.0010000000 12802.4866417937 24415.6139269176  0.0000000000  1.0000000000
 38498.5010000000 12781.6946802124 24385.8985642232  0.0000000000  1.0000000000
 38436.0010000000 12760.9027686099 24356.1711741931  0.0000000000  1.0000000000
 38373.5010000000 12740.1108628780 24326.4316691515  0.0000000000  1.0000000000
 38311.0010000000 12719.3190063384 24296.6800863596  0.0000000000  1.0000000000
 38248.5010000000 12698.5271556392 24266.9163389907  0.0000000000  1.0000000000
 38186.0010000000 12677.7353546458 24237.1404649532  0.0000000000  1.0000000000
 38123.5010000000 12656.9436040493 24207.3524402995  0.0000000000  1.0000000000
 38061.0010000000 12636.1518760437 24177.5522001389  0.0000000000  1.0000000000
 37998.5010000000 12615.3601720770 24147.7397213766  0.0000000000  1.0000000000
 37936.0010000000 12594.5685226727 24117.9150225447  0.0000000000  1.0000000000
 37873.5010000000 12573.7768867490 24088.0780193752  0.0000000000  1.0000000000
 37811.0010000000 12552.9853098019 24058.2287517285  0.0000000000  1.0000000000
 37748.5010000000 12532.1937515063 24028.3671361940  0.0000000000  1.0000000000
 37686.0010000000 12511.4022292929 23998.4931721718  0.0000000000  1.0000000000
 37623.5010000000 12490.6107322732 23968.6068182927  0.0000000000  1.0000000000
 37561.0010000000 12469.8192784923 23938.7080746811  0.0000000000  1.0000000000
 37498.5010000000 12449.0278577473 23908.7969007608  0.0000000000  1.0000000000
 37436.0010000000 12428.2364886977 23878.8732973821  0.0000000000  1.0000000000
 37373.5010000000 12407.4451333961 23848.9371838207  0.0000000000  1.0000000000
 37311.0010000000 12386.6538254204 23818.9885822118  0.0000000000  1.0000000000
