  1.00000000000000002E-003
  2.00000000000000004E-003         501
     1.0010000000     0.1551480913     6.3885597419  0.0000000000  0.0000000000
     0.9990000000     0.1548540744     6.3775068793  0.0000000000  0.0000000000
     0.9970000000     0.1545600472     6.3664512005  0.0000000000  0.0000000000
     0.9950000000     0.1542660094     6.3553926984  0.0000000000  0.0000000000
     0.9930000000     0.1539719612     6.3443313666  0.0000000000  0.0000000000
     0.9910000000     0.1536779023     6.3332671986  0.0000000000  0.0000000000
     0.9890000000     0.1533838327     6.3222001878  0.0000000000  0.0000000000
     0.9870000000     0.1530897524     6.3111303278  0.0000000000  0.0000000000
     0.9850000000     0.1527956614     6.3000576120  0.0000000000  0.0000000000
     0.9830000000     0.1525015595     6.2889820338  0.0000000000  0.0000000000
     0.9810000000     0.1522074467     6.2779035865  0.0000000000  0.0000000000
     0.9790000000     0.1519133229     6.2668222634  0.0000000000  0.0000000000
     0.9770000000     0.1516191881     6.2557380579  0.0000000000  0.0000000000
     0.9750000000     0.1513250422     6.2446509633  0.0000000000  0.0000000000
     0.9730000000     0.1510308852     6.2335609728  0.0000000000  0.0000000000
     0.9710000000     0.1507367169     6.2224680797  0.0000000000  0.0000000000
     0.9690000000     0.1504425373     6.2113722770  0.0000000000  0.0000000000
     0.9670000000     0.1501483464     6.2002735580  0.0000000000  0.0000000000
     0.9650000000     0.1498541441     6.1891719159  0.0000000000  0.0000000000
     0.9630000000     0.1495599303     6.1780673436  0.0000000000  0.0000000000
     0.9610000000     0.1492657049     6.1669598344  0.0000000000  0.0000000000
     0.9590000000     0.1489714680     6.1558493811  0.0000000000  0.0000000000
     0.9570000000     0.1486772194     6.1447359768  0.0000000000  0.0000000000
     0.9550000000     0.1483829590     6.1336196146  0.0000000000  0.0000000000
     0.9530000000     0.1480886868     6.1225002872  0.0000000000  0.0000000000
     0.9510000000     0.1477944027     6.1113779877  0.0000000000  0.0000000000
     0.9490000000     0.1475001067     6.1002527089  0.0000000000  0.0000000000
     0.9470000000     0.1472057987     6.0891244437  0.0000000000  0.0000000000
     0.9450000000     0.1469114786     6.0779931848  0.0000000000  0.0000000000
