MultipartonInteractions:ecmPow,MultipartonInteractions:pT0Ref,Q0,QSfactor,vir_factor,ee_vir_factor,lambdaQCD,StringFlav:probStoUD,StringFlav:probQQtoQ
0.30668839899334055,4.269421858166351,4.277146267033936,0.21524063508384148,0.6946784055419877,0.2563957001945428,0.27981108311874053,0.12534234994693658,0.2971646562927268
0.2576428325945008,2.69700576834133,3.18908703927346,0.47793063559941235,0.2664429013803912,0.6733554050850737,0.37059414785443967,0.11667518537308409,0.3409879496816689
0.3721777529713878,1.3566465065864468,4.578586961715832,0.8477637415280185,0.5202013249872195,0.44139555752439874,0.10164148272117936,0.2835390393338886,0.11007482794081402
0.287403568304031,4.884991413298248,1.5987143309855565,0.33764905471491863,0.3024944892515795,0.677345834007823,0.11007487003141177,0.15153154369225033,0.13446458357559568
0.47176155812834153,2.6215288281530533,4.686725531401363,0.5057423927439575,0.1867662480273607,0.9759127927339676,0.14398878356317193,0.29066457984469257,0.2036949214463778
0.4814148655801802,2.7980054269245636,1.726342701200017,0.6232042059918871,0.7302657958478087,0.8953686470897686,0.4369048232441851,0.02849745720711658,0.0017661674355159203
0.3680106321396873,3.4865289444434886,3.2375964740480234,0.6213469974757102,0.6476701072909568,0.8738953615125233,0.1998428697198077,0.37456649108779216,0.19024127648335631
0.31606022930625943,3.377422355336719,1.4794024914877546,0.5626793748615546,0.4502000406956228,0.5541814204538185,0.303040092201038,0.48010423448703393,0.26069019813441635
0.3036594614671698,2.5506050815262458,4.06026230741138,0.7034689362077174,0.717328199854882,0.34938620878128523,0.13716156199788013,0.2759897215643721,0.33856475115351337
0.16913256004220678,4.379912437190615,4.465794713388307,0.46307244904328376,0.7815843464669152,0.3378525429536017,0.1547638842412404,0.06316230670118482,0.36830759071407404
0.49313104983166356,2.9257239948223646,2.6735563221079017,0.5113886624274914,0.16352572778014735,0.37937535665081257,0.3320294481158561,0.05018555057222636,0.053662621970227635
0.4484078356021488,1.2737191319419556,4.547860494976971,0.8660068057567809,0.7774828345128165,0.4582567240412462,0.3482024328482157,0.04332374142483847,0.2553435434562022
0.2546320757085343,2.4055935773786534,2.7209840668399083,0.49094263973082086,0.13975220795101936,0.17253731640337047,0.13639564577344315,0.06663804589510829,0.2862231847246132
0.1714401196586084,2.3980807630369547,1.357987046189789,0.8069674964221233,0.18989365504921152,0.3349493405091387,0.3765238522527532,0.4451405830355057,0.030588163980207923
0.48432623810664444,3.1163160786363444,3.7133233045176337,0.22836194637845036,0.2127614059227119,0.26416195233648615,0.2120532084204506,0.28933987411921686,0.123459076184265
0.1878144780195034,2.9067931710197694,1.080210357046889,0.3540316526283752,0.7461804267980006,0.21619842692953317,0.33632928211220114,0.3371494617866438,0.008291704921547165
0.4489800989406084,4.165184717808625,3.4614391263206628,0.02404203763860329,0.9558899609725237,0.739560819391685,0.43119932329084054,0.04718155079516521,0.3011184403426758
0.4198198595332311,1.9176958245667317,4.335773140675109,0.44390122092156176,0.8992458497708418,0.4492570753496191,0.24016084572954813,0.10723271817574612,0.014600238948779223
0.3943589976620062,2.10955748667375,2.8841189944025216,0.06617774468646537,0.6802963053392815,0.38385973181640776,0.27257484207418614,0.4835923097736218,0.12867286409079276
0.4950372789409785,1.633438959052435,3.253058131452288,0.2997189926007669,0.5693454583009313,0.9510111839021679,0.256994783381829,0.20300480016211997,0.26680668971616667
0.2927578407354825,4.9541858575392705,4.186182934089058,0.6451081240308711,0.22624816840256515,0.1796375690464736,0.2418316722899512,0.4677350871493977,0.07174605012192387
0.31309857674221186,3.2014873601651646,2.374277919870198,0.47085508582843544,0.4169847410193275,0.8084038610957722,0.1446713189641546,0.42602100511176044,0.15696568800064584
0.24302315426904636,3.314270121474213,4.26919514316849,0.8277782807343614,0.5591499166191893,0.9434480859063763,0.33709301914844436,0.24921580123481188,0.03030527859377659
0.20942873201577228,3.835183664799588,2.2429017742351487,0.6165790833697107,0.8242484526716355,0.7281976865755737,0.25864819308603815,0.17016450761628446,0.35950995210173275
0.23045532538360122,4.587894331934706,1.2945907534722683,0.9869919398734023,0.7122206902412298,0.6190824703595257,0.11627243736515826,0.35352679247346247,0.12312461954857445
0.3472238338517083,3.931980480929299,2.3852878296499123,0.546725570008442,0.8608930593402335,0.7652546730944227,0.4353560844225117,0.2681217269610755,0.003998927797132938
0.26160529662976767,3.143062190210969,1.1906832694461245,0.6304694778134114,0.23719680832843584,0.6572273904205151,0.24566154310987845,0.20468602484809698,0.21441021273216393
0.3811754383168874,3.18183034727663,2.415947560011827,0.07515845758884751,0.49633373498265587,0.3639456521842579,0.3304267395376766,0.4259465193137716,0.08938495115845928
0.2231046249175297,4.702710328058134,2.3925600812843224,0.006926203526308314,0.4329095676494701,0.527615751323453,0.42362949493793156,0.23148873427633368,0.10610630066528362
0.13271744577577083,1.7413628343313488,2.0974082149113893,0.36998853233509327,0.4784107884076326,0.7461691746018008,0.1368753657822095,0.15981683851752534,0.17359729390421083
0.4387820850510049,2.5160123099707583,4.705347393873169,0.7768588244022575,0.28820279963288276,0.9579878267191767,0.26662984556254266,0.27428186332105836,0.11526971954129311
0.17494052043491343,4.244084295746674,3.7576411888358616,0.5309367504744548,0.4429737160020425,0.3294164941432331,0.4128950565344638,0.3814236972988441,0.1251073998278294
0.18981902408494844,1.532039048400984,4.327296403331126,0.981012313978302,0.5837660162376374,0.20913694013193676,0.10010555705945962,0.3756062105005222,0.0058041967401164475
0.42588052005661126,2.2376919611683563,2.634965997470908,0.6826523590960083,0.24051818252597676,0.3417583550540112,0.1134092481702401,0.4276732502993399,0.13062295376129057
0.4676366043857626,1.2329813965373695,4.109969272394705,0.24721230326085106,0.7021921959805065,0.4651146247117356,0.2638481238473278,0.31836404311561844,0.09065133685045071
0.39845114333606724,1.049586855005728,2.3674039459446163,0.6939439745009722,0.12708836893025244,0.9785743290412835,0.37445038110340556,0.2964276683516573,0.3070101774258913
0.4296171901617314,4.316818325121917,2.3530479195312863,0.05224342893618822,0.7991407708244453,0.5666845155384294,0.23064787201714612,0.1158279509570938,0.35288645466935403
0.2826330705796719,1.3850866891915687,4.744740179924384,0.5000019675442893,0.11649315785815267,0.35517144476253526,0.2237074990331751,0.3794360291811777,0.11181080050266162
0.33337223716737807,1.4421498223080167,1.131313018678602,0.35774631184468825,0.8374460577345363,0.2810727978571198,0.3012014430722002,0.02344744893918023,0.38527745503621347
0.1447398155797352,3.5986395200320156,2.2853219985136493,0.15707933887426936,0.4064496076793841,0.36160036286724817,0.3472248098751346,0.23249111477782172,0.22783736857721393
0.3746208581658844,1.846096318524844,1.0169050447447623,0.2025531261871569,0.8734275522519215,0.7188087148869357,0.1092816104678664,0.29775828416016226,0.10071451504842815
0.17651871599570612,4.478537065750752,2.441987316121041,0.9795239195592539,0.2069057243461354,0.14815822783348837,0.287667249103592,0.12159319154539773,0.09181473094400294
0.17837694214283079,3.051521216754469,3.10573569022981,0.7585453661515856,0.7503059343111949,0.8717859969675291,0.31769810196666426,0.16918922330876104,0.2562285170132079
0.1661802609368025,2.4943742917720266,3.6184333793672137,0.7813368953379777,0.738370539559347,0.6117852562439984,0.11432764230769729,0.46563198107104986,0.08001039561409155
0.23932246074506214,3.103759874964035,4.239650615395561,0.7664451655632991,0.10172575790309495,0.8693167669525177,0.32329378387022123,0.1942845944563522,0.26942053630535606
0.32619982735623154,4.2175887799579845,1.3202605078540643,0.705148173335562,0.19522706026448006,0.25297469854811516,0.1501718010129204,0.05104269120289824,0.08556469375671083
0.15493741082085788,3.238962051571515,3.9059941409595322,0.945591379867445,0.5288587160123748,0.15428377387615066,0.11755302578787831,0.17841676599576098,0.17199995846641797
0.1260127756305579,1.271033199495252,4.117379607141071,0.31283351919410723,0.31904423259233017,0.48847041711244843,0.14545297751751124,0.029319655522920825,0.16918529438119737
0.1455837043780111,2.6508176092011775,3.9843901133656883,0.524891286255066,0.42936058056618487,0.6233035417252734,0.34152876466050963,0.007186460266718287,0.3776599452679658
0.18330228328632958,1.550948172542589,1.3726642254695252,0.5777411483221755,0.6967461173443807,0.8902352352852915,0.17778652403380973,0.2844851645276584,0.16689952841608388
0.17568537233297532,3.323148472553825,3.3760608746089056,0.9516993234413805,0.2582115268460733,0.2304999014191676,0.284243061528828,0.07317590879667087,0.21608333010769556
0.3912470228136852,4.654724044592608,3.2585370412902352,0.5324818349990175,0.40947510397434894,0.5608418511217722,0.1585321304817553,0.21017633671858119,0.22572191477270356
0.2267758372918854,2.5359573996735847,3.353273692366035,0.3015780530147028,0.4867320230655007,0.8298167390780959,0.18179031524271255,0.29513792787092846,0.11429795250415414
0.19939345887844961,4.426890789305709,2.079323363442138,0.6015396040305793,0.4257005818107341,0.47315559514570604,0.43281932739885776,0.4853250573111774,0.07068737078133015
0.3543903483595646,3.3526244918776476,4.765770321340895,0.7496550210853278,0.7199069416105983,0.9015151360433291,0.10698787649400238,0.2156261619294654,0.37967860154919353
0.1888999332545535,4.922443580053429,4.809328244506636,0.20106409324352553,0.7079898577140619,0.3336569698709193,0.20910907717835342,0.0960099246002898,0.15242783998947707
0.16718560711121838,3.304213903983547,2.728086803860675,0.42357438832313055,0.14729611800357678,0.13329111149682374,0.26830758845035124,0.4240642622434035,0.004732830196910426
0.3043569204757684,2.0979313326795523,1.010154790134712,0.9004282887962461,0.6714162654619326,0.9301973406889934,0.18388882537507015,0.06926186651043909,0.38212426049640696
0.3923498638147396,4.109772161268799,3.0258101830583666,0.9627831609090569,0.8217986098960047,0.17058409443721015,0.19909366178633164,0.18272305827172156,0.3643685918631372
0.21426736014454556,3.0614565263809017,4.98737294875639,0.9734377546657562,0.6539509075076844,0.8431350652109797,0.12008919535314229,0.47326980058739876,0.37159727570821754
