   3.8609803e-03   9.9065287e-03
   2.0325621e-02   2.3020189e-02
   4.9874039e-02   3.6056796e-02
   9.2389201e-02   4.8943864e-02
   1.4769340e-01   6.1625986e-02
   2.1555502e-01   7.4049730e-02
   2.9568941e-01   8.6162920e-02
   3.8776047e-01   9.7914734e-02
   4.9138207e-01   1.0925587e-01
   6.0611942e-01   1.2013875e-01
   7.3149145e-01   1.3051772e-01
   8.6697237e-01   1.4034927e-01
   1.0119939e+00   1.4959214e-01
   1.1659475e+00   1.5820758e-01
   1.3281877e+00   1.6615943e-01
   1.4980340e+00   1.7341436e-01
   1.6747739e+00   1.7994192e-01
   1.8576662e+00   1.8571475e-01
   2.0459437e+00   1.9070862e-01
   2.2388168e+00   1.9490260e-01
   2.4354764e+00   1.9827907e-01
   2.6350978e+00   2.0082392e-01
   2.8368435e+00   2.0252643e-01
   3.0398674e+00   2.0337948e-01
   3.2433181e+00   2.0337948e-01
   3.4463420e+00   2.0252643e-01
   3.6480877e+00   2.0082392e-01
   3.8477091e+00   1.9827907e-01
   4.0443686e+00   1.9490260e-01
   4.2372417e+00   1.9070862e-01
   4.4255192e+00   1.8571475e-01
   4.6084115e+00   1.7994192e-01
   4.7851515e+00   1.7341436e-01
   4.9549978e+00   1.6615943e-01
   5.1172380e+00   1.5820758e-01
   5.2711916e+00   1.4959214e-01
   5.4162131e+00   1.4034927e-01
   5.5516940e+00   1.3051772e-01
   5.6770661e+00   1.2013875e-01
   5.7918034e+00   1.0925587e-01
   5.8954250e+00   9.7914734e-02
   5.9874961e+00   8.6162920e-02
   6.0676305e+00   7.4049730e-02
   6.1354921e+00   6.1625986e-02
   6.1907963e+00   4.8943864e-02
   6.2333114e+00   3.6056796e-02
   6.2628599e+00   2.3020189e-02
   6.2793245e+00   9.9065287e-03
